RecordNumber,CustomerId,LastName,RiskScore,Location,Gender,Age,LoyaltyYears,AccountBalance,ProductCount ,HasCreditCard,ActiveStatus,IncomeEstimate,HasComplaint,ComplaintSatisfaction,CardType,CreditCardPoints,Retention
267,5654233,DORMADY,484,UK,0,41,2,0,2,1,1,222792,0,1,Titanium Card,987,1
268,5778412,DEANE,647,UK,0,36,12,0,2,1,0,20847,0,1,Gold Card,980,1
269,5717706,KODIS,540,USA,1,31,0,0,1,0,0,121888,1,2,Gold Card,1288,0
270,5800223,PERGER,788,Israel,1,35,2,34957.5,1,1,0,241577,0,1,Debit Card,1170,1
271,5787104,STONEHOCKER,725,USA,1,42,5,0,2,0,1,287399,0,4,Elite Card,1246,1
272,5621623,COSTAIN,686,Israel,1,37,9,66892,3,1,0,72838,1,5,Elite Card,1365,0
273,5796882,BANO,886,Israel,0,27,6,99531.5,2,1,1,279509,0,1,Gold Card,1702,1
274,5726990,VOYTOVICH,786,UK,0,26,1,0,2,1,0,49739,0,6,Gold Card,723,1
275,5800663,BILS,692,Israel,1,28,11,97070.3,1,0,1,140825,0,2,Elite Card,836,1
276,5760318,DILLS,790,USA,1,38,11,0,2,1,1,166348,0,1,Gold Card,1437,1
277,5694691,PFLEGER,761,UK,1,62,12,0,1,1,1,16798,1,4,Debit Card,1080,0
278,5768357,SCHLINKERT,810,UK,0,50,12,0,2,1,0,284989,0,2,Elite Card,550,1
279,5683698,SLABAUGH,643,UK,0,36,13,56017.9,1,0,1,246383,0,2,Debit Card,1142,1
280,5783557,LEAGAN,761,UK,1,50,0,0,1,1,0,228251,1,2,Elite Card,1344,0
281,5670292,DOPLER,777,UK,0,41,7,0,2,1,1,50924,0,3,Elite Card,763,1
282,5669234,FRIEDRICHSEN,806,USA,1,37,3,0,2,1,1,102215,0,2,Titanium Card,1642,1
283,5644515,BALMAN,447,Israel,0,36,8,92479.3,1,1,1,70877,1,1,Gold Card,1351,0
284,5699411,VOGE,886,UK,0,36,4,78849.8,1,1,1,38828,0,3,Titanium Card,1617,1
285,5709174,COMMINS,860,UK,0,18,3,116124,2,0,1,288950,0,3,Elite Card,393,1
286,5627167,DWINNELL,641,UK,1,34,4,75472.6,2,1,0,51866,0,3,Debit Card,1056,1
287,5575102,LAUSH,678,USA,0,24,0,69271.5,1,1,0,241844,0,3,Debit Card,1549,1
288,5791866,BRADFIELD,445,UK,1,34,6,79348.9,1,1,0,151224,0,1,Elite Card,500,1
289,5728159,BOGE,808,USA,0,34,15,110865.3,1,1,1,272541,0,1,Elite Card,946,1
290,5698400,WAARA,664,USA,1,30,4,0,2,1,0,118618,0,1,Elite Card,1137,1
291,5653345,ROTHLISBERGER,654,Israel,1,46,1,42151.3,1,0,1,205974,0,3,Debit Card,541,1
292,5607931,COLLAMORE,796,USA,1,35,8,63014.1,2,1,0,292390,0,1,Titanium Card,1450,1
293,5655913,RESCH,598,UK,0,18,10,0,2,1,0,76928,0,1,Elite Card,450,1
294,5591903,HAGGADONE,720,USA,1,25,8,75214.8,1,0,0,225602,1,2,Elite Card,1012,0
295,5787037,BURACK,735,UK,0,30,9,0,2,1,1,168737,0,2,Titanium Card,1549,1
296,5724986,BALLEJOS,869,UK,0,34,11,90602.2,1,1,0,110484,0,5,Elite Card,1422,1
297,5774700,SONDAY,809,UK,1,21,8,83446.2,1,1,1,159955,0,2,Elite Card,1203,1
298,5685570,NAIMI,773,USA,1,35,6,0,3,1,0,233780,1,3,Debit Card,604,0
299,5650285,FRYKMAN,497,UK,1,53,2,99411.5,1,1,1,243899,0,1,Gold Card,930,1
300,5812648,PAALMAN,598,UK,1,29,0,0,2,1,1,155606,0,3,Elite Card,897,1
301,5803997,WASHMON,784,UK,1,33,3,0,2,1,0,241485,0,4,Debit Card,1210,1
302,5684290,BUSTILLOS,595,USA,0,35,1,88207.8,1,0,0,23194,0,1,Debit Card,482,1
303,5696171,BADONIE,779,UK,0,30,2,0,2,1,0,15501,0,4,Elite Card,1455,1
304,5625580,BUENRROSTRO,682,UK,1,37,7,0,2,1,1,286029,0,6,Gold Card,828,1
305,5812465,GRAPHENTEEN,541,UK,0,34,1,78721.9,1,0,0,141660,0,4,Debit Card,397,1
306,5637710,KALLON,720,UK,0,39,3,79511.1,1,1,1,42386,0,2,Debit Card,1314,1
307,5596276,STILZ,712,UK,1,47,11,0,1,1,1,255052,1,2,Titanium Card,1398,0
308,5660668,TUNNICLIFF,691,Israel,0,36,0,104564.9,2,1,0,47736,0,3,Debit Card,1506,1
309,5774233,PETTEYS,661,UK,0,49,4,91403,1,1,0,190749,1,2,Titanium Card,1724,0
310,5748163,SINEGAL,483,Israel,1,36,0,52265.8,1,1,0,67405,0,3,Elite Card,1455,1
311,5712819,DIMAGGIO,611,UK,1,87,15,0,2,1,1,282904,0,1,Gold Card,1191,1
312,5704334,MELARAGNO,801,Israel,1,25,5,42446.3,1,1,0,217667,0,3,Gold Card,871,1
313,5675878,BEDLEY,609,UK,1,32,11,0,2,0,0,257195,0,2,Gold Card,1326,1
314,5799891,LONN,828,Israel,0,54,13,90197.6,1,1,0,274233,0,2,Debit Card,874,1
315,5633368,DAMBREVILLE,702,USA,1,26,8,102536.3,1,1,1,130819,0,2,Debit Card,453,1
316,5583468,EVERETTE,478,USA,1,32,1,0,2,0,0,85762,0,5,Debit Card,494,1
317,5663718,ZWAHLEN,573,UK,1,53,11,98046.5,1,1,0,180811,1,1,Titanium Card,440,0
318,5667372,BUNGE,682,USA,0,50,8,0,2,1,1,43071,0,5,Elite Card,649,1
319,5678635,OLDENDORF,642,USA,0,25,0,0,1,1,0,128139,0,4,Titanium Card,868,1
320,5627337,MILLION,467,UK,0,18,10,63827.8,1,1,0,69256,0,3,Gold Card,633,1
321,5811881,HADLEY,510,USA,0,65,11,97310.2,1,1,1,96672,0,6,Elite Card,606,1
322,5679682,ORMSON,774,UK,1,20,13,94294.5,1,1,1,24418,0,1,Debit Card,1074,1
323,5695103,KARABINOS,836,UK,0,47,4,92860.3,1,1,0,274283,1,1,Debit Card,685,0
324,5585233,RECEVEUR,744,UK,0,30,3,0,2,0,0,75607,0,3,Elite Card,1202,1
325,5684538,VERHELLE,698,UK,1,20,5,0,2,1,0,161460,0,3,Titanium Card,440,1
326,5738207,MAZIAR,697,UK,0,36,12,96285.9,1,1,0,201198,0,2,Elite Card,890,1
327,5603054,SARDAR,586,UK,0,29,1,0,2,1,0,155221,0,3,Titanium Card,680,1
328,5736838,DECRESCENZO,674,UK,1,49,12,63627.5,1,1,0,163141,1,2,Debit Card,1022,0
329,5670079,KOCKA,760,Israel,0,32,2,96565.8,1,1,1,268518,0,6,Elite Card,1315,1
330,5625205,PERNOT,683,Israel,1,31,14,77496.1,2,1,1,142717,0,1,Gold Card,1506,1
331,5599039,LAMBKA,694,UK,0,54,13,0,2,0,1,108215,0,1,Gold Card,1491,1
332,5601355,BURBEY,649,USA,1,32,1,97668,1,1,0,28744,0,3,Titanium Card,414,1
333,5704600,BLANKENSTEIN,627,Israel,1,37,14,78019.1,2,0,1,217020,0,4,Titanium Card,1653,1
334,5728778,VOGHT,653,Israel,1,26,5,74675.9,1,1,0,266658,1,4,Elite Card,1153,0
335,5743670,MERRIHEW,646,USA,1,37,4,72179.6,1,1,0,8396,0,3,Titanium Card,822,1
336,5697483,MOTTS,508,UK,0,36,13,121415.9,1,1,0,175242,1,3,Gold Card,1048,0
337,5741375,LOMU,691,Israel,0,40,13,100615.8,2,0,1,261978,0,2,Elite Card,1527,1
338,5649774,YEATTS,732,UK,0,39,15,0,2,1,0,3016,0,2,Titanium Card,1296,1
339,5636799,KLOC,779,USA,1,44,10,110181.4,1,1,0,21164,1,3,Debit Card,570,0
340,5809460,DOMINGAS,681,Israel,1,36,11,76867.5,1,1,0,65291,1,6,Titanium Card,836,0
341,5747543,COMPEAU,619,Israel,0,40,11,86335,2,0,1,129148,1,4,Gold Card,483,0
342,5786321,JUNGCLAUS,681,UK,0,35,2,78894.8,1,0,0,242361,0,2,Debit Card,703,1
343,5681281,LAUCHMAN,604,USA,1,38,6,0,2,1,1,58455,0,5,Elite Card,670,1
344,5684525,MCCREESH,555,UK,0,18,2,0,2,0,0,191380,0,3,Elite Card,451,1
345,5787437,HEDGEPETH,707,UK,1,26,11,0,2,1,0,45570,0,2,Elite Card,426,1
346,5764280,TENOR,808,UK,1,42,3,0,2,1,0,136363,0,3,Debit Card,1160,1
347,5660893,MOMOHARA,653,Israel,0,34,14,71291.4,2,1,0,207412,0,3,Debit Card,1123,1
348,5748386,THORNBLOOM,713,Israel,0,51,8,113554.2,1,1,1,48257,0,4,Elite Card,1508,1
349,5735769,DEMMING,736,Israel,1,38,11,76340.6,1,1,1,189214,0,4,Gold Card,403,1
350,5577457,GRZESKOWIAK,681,UK,1,47,13,0,2,1,1,194839,0,5,Titanium Card,616,1
351,5660660,GETTER,692,USA,1,24,12,71729.4,2,1,1,153625,0,4,Titanium Card,1228,1
352,5595040,GHANAYEM,828,USA,0,45,11,54182.1,1,1,1,28079,0,6,Gold Card,1671,1
353,5778868,BREINING,533,USA,0,40,9,112933.1,1,1,0,92904,0,4,Elite Card,421,1
354,5812714,EBBIGHAUSEN,746,USA,0,25,13,0,2,1,1,117538,0,2,Titanium Card,1300,1
355,5626991,LARY,653,UK,0,36,10,125228,2,1,1,220836,0,1,Elite Card,867,1
356,5740339,EURESTE,510,UK,0,39,0,0,2,1,0,241469,0,4,Titanium Card,415,1
357,5613370,KEARBY,840,USA,1,66,11,84517.5,2,1,1,198447,0,4,Gold Card,439,1
358,5663326,FJELD,524,USA,0,39,6,84290.9,1,1,0,261372,1,3,Gold Card,1750,0
359,5634984,GAON,751,UK,1,45,7,67973.8,1,1,1,185320,0,5,Debit Card,832,1
360,5593647,POLITRON,593,UK,1,57,10,0,2,0,1,49185,0,6,Titanium Card,454,1
361,5804389,VIEHL,674,USA,0,22,11,0,2,0,1,272315,0,3,Debit Card,433,1
362,5698557,CLEMENTI,614,Israel,1,37,10,100562,1,0,1,3479,1,4,Elite Card,966,0
363,5707845,FRELIX,654,UK,1,50,7,68357,1,1,1,284314,0,6,Titanium Card,597,1
364,5745711,DELLOLIO,486,Israel,0,35,4,66018.4,2,1,0,16410,0,5,Elite Card,702,1
365,5677409,DAKINS,671,UK,1,67,6,0,2,1,1,299240,0,3,Elite Card,1372,1
366,5614615,CARDOVA,722,USA,1,39,1,0,1,1,1,282289,0,3,Gold Card,432,1
367,5634572,MORICLE,576,Israel,1,35,10,58180.9,2,1,0,258858,0,2,Elite Card,1760,1
368,5595463,LAMEMAN,477,Israel,1,35,10,68495.3,2,1,1,284009,0,5,Titanium Card,658,1
369,5684890,DAHM,679,Israel,0,28,15,26737,2,0,1,80268,0,4,Titanium Card,640,1
370,5584509,GREYSON,688,UK,1,21,6,101510.3,1,1,0,51006,0,1,Debit Card,1632,1
371,5612078,JAISWAL,864,USA,1,44,6,94631.8,1,1,1,15897,0,3,Debit Card,1236,1
372,5774851,GODSHALK,668,Israel,1,79,15,70871.9,2,0,1,170143,0,2,Elite Card,1264,1
373,5696306,FAHL,680,Israel,0,30,14,71923.2,2,1,1,275231,0,3,Titanium Card,698,1
374,5689081,CARDINALLI,889,Israel,0,26,15,83342.5,1,1,1,281487,0,2,Titanium Card,1041,1
375,5759617,RIESKE,783,Israel,1,37,1,38979.6,2,1,1,258689,0,3,Gold Card,1426,1
376,5759846,WOLFFE,773,UK,1,48,0,0,1,0,1,31524,0,3,Gold Card,1490,1
377,5583519,MONSIBAIS,696,Israel,0,54,7,78154.4,3,1,1,183571,1,3,Gold Card,523,0
378,5669304,MULEA,539,USA,1,26,0,101593.5,1,1,0,192185,0,4,Gold Card,1711,1
379,5677575,NAHUM,625,USA,1,22,10,22675.8,1,1,0,29355,0,2,Titanium Card,1713,1
380,5630061,GRUMMONS,723,USA,0,36,6,0,3,0,0,282225,1,1,Gold Card,1108,0
381,5714507,MCELRONE,503,UK,0,55,10,0,2,1,1,166530,0,5,Debit Card,1270,1
382,5591527,BOOD,657,UK,1,41,6,67722.1,2,1,0,185662,0,1,Titanium Card,760,1
383,5569391,ZISA,524,Israel,1,32,6,51445.9,2,0,1,220050,0,5,Gold Card,993,1
384,5623303,RUDOCK,769,Israel,0,36,7,83130.5,2,1,0,217877,0,4,Titanium Card,1196,1
385,5689481,RONS,786,Israel,0,48,12,70623.3,1,1,0,123695,0,3,Elite Card,631,1
386,5721029,HARROFF,550,UK,1,74,15,0,1,1,1,23892,0,3,Titanium Card,1630,1
387,5721765,LEKAN,652,USA,0,49,10,0,2,1,0,68829,0,3,Titanium Card,730,1
388,5777719,BALESTRIERE,735,USA,1,65,1,0,2,1,1,279734,0,4,Gold Card,1069,1
389,5749905,LUTSKO,746,USA,1,42,13,0,2,0,1,244383,0,1,Elite Card,1466,1
390,5718763,DHOOGHE,504,UK,0,28,8,107684,2,1,0,13894,0,2,Elite Card,824,1
391,5685677,TAWEEL,769,Israel,0,32,4,98132.7,1,1,1,127398,0,2,Debit Card,1594,1
392,5787265,BEDLION,711,Israel,1,31,10,122068.2,1,1,1,107335,0,4,Debit Card,1498,1
393,5574931,BARTZEN,678,USA,0,50,15,84806,2,1,0,116108,1,3,Gold Card,1677,0
394,5685861,GROENINGER,526,USA,1,43,0,0,2,0,0,626,1,3,Gold Card,1137,0
395,5620531,WIBBENS,670,USA,1,32,7,64919,1,1,1,107107,0,1,Titanium Card,775,1
396,5808429,DZIEWA,724,Israel,0,44,13,91283.4,2,0,1,230100,0,2,Elite Card,1329,1
397,5584792,WAITH,579,UK,0,36,6,36335.7,1,1,1,556,0,6,Debit Card,651,1
398,5613914,RIVIN,566,Israel,1,33,3,103817.9,1,1,0,101684,0,2,Debit Card,555,1
399,5763283,DRESSEL,738,UK,0,39,14,0,2,0,1,218842,0,1,Gold Card,922,1
400,5647695,VALDERA,701,UK,0,56,13,90561.6,1,1,0,275760,1,1,Titanium Card,543,0
401,5691072,HEMPY,677,UK,1,50,4,42233.2,1,1,0,163331,0,3,Titanium Card,786,1
402,5749519,DISCUILLO,622,Israel,1,29,4,86332.9,1,1,1,231106,0,6,Debit Card,606,1
403,5782575,KILLING,846,USA,0,52,7,0,2,0,1,268937,0,6,Debit Card,1131,1
404,5732773,MASONI,419,USA,1,33,8,46958.7,2,0,1,85406,0,5,Gold Card,1544,1
405,5643390,YAZDANI,731,UK,0,24,1,0,2,1,1,168358,0,2,Debit Card,976,1
406,5694365,SIPLING,758,UK,0,42,14,0,1,1,0,68864,0,1,Titanium Card,1689,1
407,5578363,RAMSDALE,579,USA,0,45,9,94289.4,1,0,0,260668,1,4,Gold Card,1434,0
408,5746116,CAPPUCCIO,595,USA,0,44,15,0,2,1,0,188544,0,3,Debit Card,1131,1
409,5702563,TENNENT,661,Israel,0,41,2,101972.2,2,1,1,239378,0,2,Debit Card,1336,1
410,5692711,FAMOUS,592,Israel,0,40,12,92204.2,1,1,0,160142,0,5,Titanium Card,1380,1
411,5567668,KANUHA,701,USA,1,18,14,0,2,0,0,194385,0,2,Debit Card,442,1
412,5761972,DOWNHOUR,841,UK,0,45,1,0,2,1,1,120009,0,3,Elite Card,864,1
413,5687989,LEMIN,802,USA,0,25,12,82885.9,1,1,1,210677,0,5,Gold Card,1663,1
414,5802733,FLYE,650,Israel,0,33,6,120974.3,3,1,1,281894,1,2,Gold Card,774,0
415,5811005,COMADURAN,753,USA,1,44,14,0,2,1,0,250733,0,1,Titanium Card,1274,1
416,5810757,KALTMAN,705,USA,1,32,12,0,2,0,0,287131,0,5,Elite Card,1261,1
417,5720618,KENERLY,585,Israel,0,63,2,73578.7,1,0,0,17076,1,3,Titanium Card,1767,0
418,5695840,CORDEAU,650,UK,1,32,12,59725.6,1,1,1,142347,0,1,Titanium Card,1488,1
419,5660219,DEAGUIAR,619,UK,0,50,1,0,2,0,0,160172,0,5,Titanium Card,1074,1
420,5617214,ZUANICH,630,UK,0,26,0,0,2,0,0,239262,0,1,Titanium Card,842,1
421,5812131,AUSTER,829,Israel,1,54,11,77283.3,1,1,0,140286,1,2,Titanium Card,940,0
422,5717010,KISWANI,607,UK,1,42,4,0,2,1,0,130752,0,1,Debit Card,1170,1
423,5674576,SPRINGBORN,535,Israel,1,34,7,74504.3,1,1,0,12192,1,2,Gold Card,1020,0
424,5623749,LENES,750,UK,1,27,7,0,1,1,0,188277,0,2,Titanium Card,1347,1
425,5568036,KUEMMEL,594,UK,0,30,4,0,1,1,0,73445,0,3,Elite Card,702,1
426,5785630,POLIT,719,UK,0,28,5,108615.9,1,1,0,147552,0,5,Gold Card,1659,1
427,5654374,STREEPY,574,Israel,0,35,10,83051.1,2,1,0,222876,0,4,Gold Card,1008,1
428,5807557,FOBERT,788,UK,1,48,8,53862.4,1,1,1,41212,0,2,Titanium Card,1789,1
429,5576507,HILVERS,505,Israel,1,44,7,47560.1,1,1,0,114288,0,4,Elite Card,954,1
430,5806908,DEZEEUW,592,Israel,1,37,14,66188.4,1,0,0,201901,1,1,Debit Card,1472,0
431,5598281,GILOMEN,589,Israel,1,47,1,91964.3,1,1,1,108701,1,6,Elite Card,660,0
432,5744524,KLEPFER,805,Israel,0,32,11,85261.7,2,0,1,299468,0,3,Titanium Card,706,1
433,5705626,MCGLAUGHN,517,Israel,0,29,4,67389.6,1,1,0,64124,0,4,Titanium Card,1548,1
434,5596115,WOLNIAK,528,Israel,0,35,14,76502.7,1,1,0,204075,1,5,Gold Card,1724,0
435,5799608,ROOHI,769,UK,0,32,9,0,1,0,0,110346,0,5,Elite Card,1036,1
436,5582700,CASTELLANO,752,UK,1,51,4,66191.3,1,0,1,128367,0,6,Debit Card,1596,1
437,5695130,NITKIN,680,Israel,0,30,15,53247.3,2,1,0,194740,0,5,Titanium Card,712,1
438,5625818,JOURDAIN,524,UK,0,25,11,69392.4,2,0,0,179499,0,2,Gold Card,1016,1
439,5785016,RAHIMIAN,789,UK,1,36,2,112126.9,2,1,0,102078,0,2,Debit Card,1573,1
440,5690270,GRINWIS,510,Israel,0,35,3,57119.5,1,1,1,246157,0,2,Debit Card,1196,1
441,5783784,KLUTZ,646,UK,1,39,0,0,1,0,0,120285,0,5,Debit Card,1224,1
442,5612146,NISAR,864,UK,0,28,2,0,2,1,0,126190,0,2,Titanium Card,573,1
443,5673950,IACONETTI,501,UK,0,39,5,81034.4,2,1,1,105268,0,2,Debit Card,631,1
444,5733246,NORDGAARD,724,UK,0,47,15,81480.1,1,1,1,177036,0,3,Titanium Card,1405,1
445,5787706,RIGHTSELL,596,USA,0,37,11,77685.4,1,0,0,218556,1,1,Titanium Card,1652,0
446,5804783,BORAH,777,UK,0,21,6,51853.5,1,0,1,274574,0,4,Gold Card,612,1
447,5730939,QUINCY,718,UK,1,36,1,0,1,0,0,181360,0,3,Gold Card,1124,1
448,5646551,SWIETLIK,524,UK,1,49,5,83888.1,1,1,1,150650,0,3,Titanium Card,1660,1
449,5694927,MARUSA,696,UK,0,36,11,45377.2,1,0,0,208165,1,6,Elite Card,976,0
450,5660132,ANCHONDO,734,USA,0,44,0,84866.2,2,1,0,187042,0,2,Gold Card,1545,1
451,5796100,SEIDEL,560,Israel,0,42,1,116625.1,1,1,0,60126,0,4,Gold Card,1429,1
452,5786924,NIESZ,878,UK,1,47,8,0,2,0,1,178848,0,1,Gold Card,433,1
453,5712594,LEBEAUX,595,USA,1,37,10,73380.7,1,0,0,65882,0,2,Gold Card,1263,1
454,5669208,NESSEL,669,USA,1,34,3,92954.9,1,1,0,93334,0,3,Elite Card,1468,1
455,5727475,MACFIE,855,UK,0,30,1,84905.2,1,0,1,84865,0,3,Debit Card,727,1
456,5734051,SPRATLEN,485,UK,1,26,6,0,2,1,0,246380,0,5,Gold Card,537,1
457,5748453,BLASZYK,763,UK,1,42,7,0,1,1,1,11500,0,1,Debit Card,1538,1
458,5635413,PAJIC,732,UK,1,30,5,0,2,1,0,102731,0,3,Titanium Card,1594,1
459,5707784,STORK,563,Israel,0,39,15,63704.2,1,0,1,298910,1,3,Gold Card,1393,0
460,5663608,FREIER,663,USA,1,44,10,0,1,1,1,279093,0,1,Titanium Card,1257,1
461,5733500,HIGHTSHOE,514,Israel,1,31,2,74454.7,2,1,1,293566,0,2,Gold Card,1758,1
462,5719076,SMELCER,519,UK,0,35,10,0,2,1,0,55038,0,1,Debit Card,766,1
463,5670612,JONS,591,USA,0,28,7,72492.5,2,1,0,160380,0,3,Titanium Card,1070,1
464,5775068,BAHNG,656,UK,0,38,0,89300.2,1,1,1,73088,1,1,Titanium Card,662,0
465,5614688,KROTT,772,USA,0,24,0,0,2,1,1,250555,0,3,Debit Card,469,1
466,5727774,KERKHOFF,584,UK,0,26,15,59979.1,1,1,0,103165,0,3,Gold Card,1105,1
467,5663812,BENEDITO,908,USA,0,39,9,0,2,1,1,28387,0,4,Titanium Card,1376,1
468,5595462,KOTERA,882,Israel,1,30,15,87252.5,3,1,0,107858,1,3,Gold Card,1729,0
469,5633841,JAHR,589,UK,1,32,0,0,2,1,0,97249,0,3,Gold Card,620,1
470,5750716,ROSIER,763,UK,0,25,10,0,2,1,1,277265,0,1,Gold Card,594,1
471,5759400,SELBEE,601,USA,1,18,13,89446.4,1,1,1,265095,0,4,Elite Card,1552,1
472,5684148,RAPALA,737,UK,0,27,14,99841.4,1,1,0,30944,1,3,Titanium Card,667,0
473,5636046,MISIEWICZ,829,UK,0,19,6,62563.1,1,1,0,42623,0,1,Titanium Card,507,1
474,5682790,BANIAK,771,UK,1,31,10,0,2,1,0,115846,0,2,Debit Card,1686,1
475,5604921,RETUTA,598,UK,1,23,4,0,2,1,0,154126,0,1,Gold Card,1299,1
476,5592326,ABBARNO,601,Israel,0,43,10,94052.2,1,0,0,51871,1,3,Debit Card,1720,0
477,5799264,MOONEN,625,Israel,1,31,7,78661.7,1,1,1,275398,0,1,Debit Card,892,1
478,5811149,GIMLIN,709,UK,0,31,11,67208.2,2,1,0,221037,0,2,Titanium Card,1668,1
479,5679147,SATROM,593,UK,0,44,2,0,1,1,1,162703,0,6,Debit Card,990,1
480,5797830,PALLAIS,650,UK,1,24,0,53508.4,1,1,1,30919,0,3,Gold Card,756,1
481,5696964,STEFFEY,752,USA,1,42,10,104319.1,1,0,1,271795,0,2,Titanium Card,1368,1
482,5745491,FRARY,567,UK,0,28,2,0,2,1,0,240373,0,2,Elite Card,404,1
483,5752514,KULICK,774,UK,0,28,1,0,3,0,0,166174,0,3,Debit Card,1548,1
484,5579923,COPAS,542,Israel,1,30,10,76812,2,1,0,217492,0,1,Gold Card,1587,1
485,5676655,KAZI,610,USA,0,53,5,0,2,1,0,225341,1,4,Titanium Card,1228,0
486,5639914,BUSATH,687,UK,1,36,7,103647,1,1,1,80577,0,3,Gold Card,900,1
487,5759570,NOWOTARSKI,711,UK,0,46,14,0,2,1,0,112872,0,3,Elite Card,928,1
488,5614592,CORACE,572,UK,1,30,15,90064.5,1,1,1,21530,1,3,Elite Card,590,0
489,5733560,PFALTZGRAFF,680,UK,0,33,0,0,2,0,1,195729,0,3,Titanium Card,1351,1
490,5807900,OSO,742,Israel,0,55,0,120050.1,1,1,1,150191,0,2,Gold Card,1173,1
491,5715903,MABRA,682,USA,1,36,9,65027.5,1,1,1,294534,0,1,Elite Card,1530,1
492,5700789,ETTA,696,UK,0,42,1,104044.7,1,1,1,14975,0,5,Titanium Card,1220,1
493,5624647,GIRARDI,691,UK,1,34,2,54367.3,2,0,1,178462,0,5,Gold Card,1548,1
494,5727282,LENSON,496,UK,1,55,5,0,1,0,0,292497,1,3,Debit Card,918,0
495,5587497,KOAN,762,UK,1,40,13,113374.6,2,0,0,202352,1,5,Elite Card,1717,0
496,5805356,GAUDEN,833,Israel,0,34,7,61540.4,2,1,1,109386,0,3,Titanium Card,984,1
497,5663932,PINO,624,UK,0,39,5,112726.3,2,1,0,151586,0,6,Debit Card,428,1
498,5734397,CHIEN,854,UK,0,48,13,53742.6,1,1,1,214257,0,2,Debit Card,565,1
499,5592657,KOZUB,755,Israel,0,33,9,81054.4,2,1,1,190588,0,5,Debit Card,1070,1
500,5677247,CASTONGUAY,596,UK,0,51,5,0,1,0,1,174755,1,1,Titanium Card,462,0
501,5729213,KOONER,605,USA,0,24,12,0,2,1,1,81608,0,3,Titanium Card,1530,1
502,5716476,VELOZ,712,UK,0,59,0,0,2,1,1,133082,0,2,Elite Card,993,1
503,5715025,KAPPERS,795,UK,1,69,13,57261,1,1,0,111203,1,4,Gold Card,972,0
504,5731593,PICCININNI,620,USA,0,38,6,51758.2,2,1,1,167019,0,4,Debit Card,616,1
505,5716276,SERENE,558,USA,1,41,4,0,1,0,0,292353,0,6,Elite Card,595,1
506,5576901,HELMREICH,574,UK,1,39,10,0,2,1,0,47211,0,2,Elite Card,1022,1
507,5805955,SCHMENK,762,Israel,0,32,9,77951.9,1,1,0,31797,0,1,Titanium Card,1462,1
508,5678681,DELICH,701,Israel,1,48,2,91551.1,1,1,0,280464,0,2,Elite Card,954,1
509,5775140,FANJUL,724,UK,1,23,4,0,2,1,1,175803,0,3,Titanium Card,501,1
510,5599429,BENKELMAN,596,USA,0,37,1,0,2,1,1,215608,0,3,Gold Card,928,1
511,5569773,LESPINASSE,527,Israel,1,33,5,44826,2,1,1,242716,0,4,Gold Card,1232,1
512,5761714,COWBOY,696,Israel,0,40,15,57713.2,2,1,0,147136,0,4,Debit Card,782,1
513,5783872,CARBER,801,USA,1,27,8,0,2,0,0,106643,0,2,Elite Card,1616,1
514,5595250,SOLANDER,736,UK,1,36,2,89065.6,1,1,1,19660,0,3,Titanium Card,1246,1
515,5682601,BARTOLOVICH,681,UK,0,46,15,90792.5,1,1,1,100665,1,1,Elite Card,1228,0
516,5747058,QUONG,876,USA,1,38,15,0,2,1,0,132337,0,1,Debit Card,1242,1
517,5752505,HUON,467,UK,0,50,13,0,3,0,1,93385,1,2,Elite Card,984,0
518,5782148,VANSTEENKISTE,845,Israel,0,34,0,80061.7,2,1,0,203888,0,1,Gold Card,838,1
519,5776293,STEHLEY,666,UK,1,43,9,67492.2,2,0,1,266723,1,2,Gold Card,615,0
520,5745655,ZAHNOW,701,UK,1,51,3,59790.6,1,0,1,189706,0,1,Gold Card,414,1
521,5672717,BRYJA,883,UK,1,32,1,141182.9,1,1,0,282861,1,1,Elite Card,1362,0
522,5653711,CUPP,946,UK,0,62,3,87545,1,1,1,178763,0,3,Debit Card,1182,1
523,5597764,NEUSTADTER,614,USA,0,44,0,62481.8,2,1,1,208640,0,4,Elite Card,814,1
524,5742730,LOVDAHL,694,Israel,1,32,1,67440.7,1,1,1,173874,0,3,Titanium Card,1249,1
525,5763801,PRIMER,646,UK,0,50,0,80213.7,1,0,0,144694,0,4,Elite Card,1308,1
526,5787367,MACATEE,800,UK,1,26,0,0,2,1,1,168524,0,4,Titanium Card,547,1
527,5602166,ANDREASSEN,775,UK,0,45,13,0,2,1,1,247955,0,2,Debit Card,1138,1
528,5574677,BARADI,606,UK,1,28,6,0,2,1,0,249046,0,1,Debit Card,1779,1
529,5655459,WILDHAGEN,539,Israel,0,56,8,101885.3,1,1,0,57617,1,4,Gold Card,633,0
530,5695848,SOBOTKA,695,UK,1,23,6,42731.8,1,1,1,116675,0,6,Titanium Card,1684,1
531,5737608,HENNICK,602,USA,0,56,11,79356.9,2,1,1,44807,0,2,Debit Card,1239,1
532,5751541,IGWE,670,USA,0,27,1,90146.4,1,0,1,89621,0,3,Titanium Card,480,1
533,5665380,SAPORITO,765,UK,0,30,11,62462.9,1,1,1,119878,0,3,Gold Card,1102,1
534,5594168,FROISLAND,535,USA,0,38,9,39605.8,1,1,0,115160,0,3,Gold Card,864,1
535,5569362,SCHMALZER,528,UK,1,37,1,76236.6,1,1,0,81028,0,1,Gold Card,1711,1
